0.1    2.9288
0.101985    3.11295
0.10401    2.93251
0.106075    3.01825
0.108181    3.005
0.110328    3.06387
0.112519    2.98215
0.114753    3.05555
0.117031    2.96449
0.119354    2.99119
0.121724    2.94954
0.12414    2.87117
0.126605    2.98587
0.129118    2.98912
0.131682    2.99226
0.134296    2.99995
0.136962    2.94554
0.139681    2.89972
0.142454    2.83554
0.145282    2.91644
0.148167    2.84745
0.151108    2.87363
0.154108    2.89248
0.157168    2.7913
0.160288    2.82867
0.16347    2.81696
0.166715    2.80125
0.170025    2.89813
0.173401    2.8378
0.176843    2.76725
0.180354    2.80861
0.183935    2.71209
0.187586    2.83299
0.19131    2.73646
0.195108    2.75405
0.198982    2.78135
0.202932    2.77149
0.206961    2.67152
0.21107    2.66364
0.21526    2.64478
0.219534    2.62659
0.223892    2.66893
0.228337    2.62191
0.23287    2.59708
0.237493    2.56201
0.242208    2.56151
0.247017    2.49469
0.251921    2.48879
0.256922    2.42483
0.262023    2.40539
0.267224    2.40541
0.27253    2.36621
0.27794    2.36383
0.283458    2.31669
0.289085    2.27558
0.294825    2.2305
0.300678    2.21571
0.306647    2.1959
0.312735    2.15369
0.318944    2.11641
0.325276    2.07769
0.331733    2.04261
0.338319    2.00099
0.345036    1.95866
0.351886    1.91551
0.358872    1.8727
0.365996    1.81758
0.373262    1.76469
0.380673    1.71065
0.38823    1.65395
0.395938    1.59457
0.403798    1.53226
0.411815    1.4691
0.41999    1.40179
0.428328    1.33067
0.436832    1.2603
0.445504    1.18437
0.454349    1.10948
0.463369    1.02641
0.472568    0.937294
0.48195    0.849154
0.491518    0.751977
0.501276    0.661921
0.511228    0.607635
0.521377    0.589833
0.531728    0.577627
0.542284    0.571633
0.55305    0.573493
0.56403    0.575231
0.575228    0.581544
0.586647    0.589801
0.598294    0.593794
0.610172    0.588477
0.622286    0.589886
0.63464    0.593944
0.647239    0.588487
0.660089    0.578999
0.673193    0.562423
0.686558    0.538598
0.700188    0.506842
0.714089    0.488069
0.728266    0.499355
0.742724    0.520993
0.757469    0.551527
0.772507    0.588668
0.787844    0.624415
0.803485    0.677854
0.819436    0.710028
0.835704    0.749855
0.852296    0.752731
0.869216    0.753963
0.886472    0.754208
0.904072    0.741676
0.92202    0.725116
0.940325    0.696683
0.958993    0.637745
0.978032    0.566199
0.997448    0.48977
1.01725    0.419089
1.03745    0.371851
1.05804    0.322036
1.07905    0.266272
1.10047    0.197399
1.12232    0.130755
1.1446    0.136952
1.16732    0.190943
1.1905    0.253327
1.21413    0.318802
1.23824    0.386914
1.26282    0.442013
1.28789    0.485729
1.31346    0.518278
1.33953    0.522198
1.36613    0.509764
1.39325    0.469823
1.42091    0.414589
1.44912    0.359648
1.47789    0.315541
1.50723    0.248992
1.53715    0.209076
1.56767    0.166788
1.59879    0.1361
1.63053    0.171923
1.6629    0.219522
1.69591    0.255897
1.72958    0.299239
1.76392    0.306678
1.79894    0.278557
1.83465    0.281394
1.87107    0.312144
1.90822    0.330906
1.9461    0.327324
1.98474    0.287322
2.02414    0.218239
2.06433    0.144158
2.10531    0.117011
2.14711    0.121198
2.18973    0.150094
2.23321    0.162511
2.27754    0.203265
2.32276    0.263023
2.36887    0.306155
2.4159    0.303398
2.46386    0.245847
2.51278    0.122601
2.56266    0.0711494
2.61354    0.100884
2.66543    0.129162
2.71834    0.15206
2.77231    0.202851
2.82735    0.225575
2.88348    0.218566
2.94072    0.177779
2.99911    0.150545
3.05865    0.112556
3.11937    0.113504
3.1813    0.0876284
3.24446    0.119269
3.30887    0.176823
3.37456    0.187167
3.44155    0.197486
3.50988    0.137595
3.57956    0.0639296
3.65062    0.0479429
3.7231    0.123848
3.79701    0.166943
3.87239    0.169557
3.94927    0.141367
4.02768    0.0740955
4.10764    0.069835
4.18919    0.101887
4.27235    0.104087
4.35717    0.136475
4.44367    0.15285
4.53189    0.081649
4.62186    0.0458963
4.71362    0.0697608
4.8072    0.129541
4.90264    0.155542
4.99997    0.0738183
