0.1    2.94758
0.103172    3.29513
0.106445    3.06287
0.109822    3.10751
0.113305    2.95524
0.1169    3.15143
0.120608    3.07921
0.124434    3.03282
0.128381    2.96919
0.132454    2.83027
0.136655    2.93987
0.14099    3.07923
0.145463    2.83932
0.150077    2.92087
0.154838    3.0769
0.15975    3.08334
0.164817    2.92405
0.170046    2.80115
0.17544    2.94224
0.181005    2.8442
0.186747    2.83178
0.192671    2.68752
0.198783    2.81337
0.205089    2.66249
0.211594    2.63099
0.218307    2.67239
0.225232    2.61437
0.232376    2.60201
0.239748    2.61874
0.247353    2.43431
0.2552    2.50242
0.263295    2.42881
0.271647    2.40801
0.280265    2.33336
0.289155    2.28555
0.298328    2.28284
0.307791    2.184
0.317555    2.19188
0.327628    2.08666
0.338021    2.00603
0.348744    1.92871
0.359807    1.86283
0.371221    1.78627
0.382997    1.69789
0.395146    1.6002
0.407681    1.49755
0.420613    1.39255
0.433956    1.28062
0.447722    1.16922
0.461924    1.05525
0.476578    0.922831
0.491695    0.753377
0.507293    0.622433
0.523385    0.603801
0.539988    0.562573
0.557118    0.569558
0.57479    0.558225
0.593024    0.585796
0.611836    0.606992
0.631244    0.606877
0.651269    0.58204
0.671928    0.565517
0.693243    0.52285
0.715234    0.486874
0.737923    0.516118
0.761331    0.570686
0.785482    0.63663
0.810399    0.699213
0.836106    0.721752
0.862629    0.777299
0.889994    0.757147
0.918226    0.731376
0.947354    0.665626
0.977406    0.578523
1.00841    0.445407
1.0404    0.357709
1.0734    0.287324
1.10745    0.177992
1.14258    0.142505
1.17883    0.220423
1.21622    0.321542
1.25481    0.423878
1.29461    0.495109
1.33568    0.519569
1.37805    0.495734
1.42176    0.425841
1.46686    0.336153
1.5134    0.241399
1.5614    0.17101
1.61093    0.140904
1.66204    0.225108
1.71476    0.285719
1.76915    0.296484
1.82528    0.269697
1.88318    0.320251
1.94291    0.324591
2.00455    0.24775
2.06814    0.140103
2.13374    0.116622
2.20143    0.152613
2.27126    0.196881
2.34331    0.293992
2.41764    0.297038
2.49434    0.166477
2.57346    0.0749313
2.6551    0.126296
2.73932    0.172847
2.82622    0.221174
2.91587    0.187397
3.00837    0.145379
3.1038    0.116868
3.20226    0.085627
3.30384    0.166619
3.40864    0.198537
3.51677    0.122177
3.62833    0.0442028
3.74343    0.140609
3.86218    0.174004
3.9847    0.121387
4.1111    0.0692247
4.24151    0.109514
4.37606    0.143981
4.51488    0.0964961
4.6581    0.0541418
4.80586    0.128844
4.95831    0.108588
5.1156    0.0512258
5.27788    0.108283
5.4453    0.0992672
5.61804    0.0499758
5.79625    0.0967051
5.98012    0.10368
6.16982    0.0517305
6.36554    0.100172
6.56747    0.0431189
6.7758    0.0654524
6.99074    0.0717481
7.2125    0.0436929
7.4413    0.0742792
7.67735    0.0459999
7.92089    0.0725706
8.17215    0.0337868
8.43139    0.0886212
8.69885    0.0502319
8.9748    0.0568464
9.25949    0.0444955
9.55322    0.0332128
9.85627    0.066407
10.1689    0.0368048
10.4915    0.0540957
10.8243    0.0566337
11.1677    0.0326264
11.5219    0.0364544
11.8874    0.0565164
12.2645    0.0459981
12.6536    0.0278966
13.055    0.0244504
13.4691    0.0331382
13.8964    0.041258
14.3372    0.0417001
14.792    0.0406727
15.2612    0.0247836
15.7454    0.0301269
16.2448    0.0323721
16.7602    0.0279497
17.2918    0.0330659
17.8403    0.0376312
18.4063    0.0323588
18.9902    0.0311561
19.5926    0.0130605
20.2141    0.0159402
20.8553    0.0295838
21.5169    0.0187926
22.1994    0.0161306
22.9037    0.0312973
23.6302    0.015072
24.3798    0.0279988
25.1532    0.00834162
25.9511    0.0206926
26.7743    0.0228691
27.6236    0.00820994
28.4999    0.016786
29.404    0.0201905
30.3367    0.023964
31.2991    0.0189978
32.2919    0.0143202
33.3163    0.0161855
34.3732    0.0181257
35.4635    0.014833
36.5885    0.00778127
37.7492    0.0147931
38.9467    0.012854
40.1821    0.0103436
41.4568    0.0121794
42.7719    0.0115043
44.1287    0.00654446
45.5285    0.00951338
46.9728    0.0123781
48.4628    0.0119017
